timestamp,product_id,food_group,temperature,humidity,shock_level,duration_hours,spoilage_risk_level,spoiled
2025-03-08 02:09:42,Prawn,Seafood,6.73,80,2.46,6,0,0
2025-02-13 04:22:21,Cheese,Dairy,4.28,66,0.71,38,1,1
2025-01-01 01:38:01,Apple,Fruits,8.0,73,1.34,11,0,0
2025-03-10 18:17:31,Fish,Seafood,6.17,73,1.72,25,1,1
2025-02-08 02:25:22,Milk,Dairy,7.44,82,1.44,57,2,1
2025-01-03 06:14:17,Fish,Seafood,7.15,61,1.71,72,2,1
2025-02-07 16:28:20,Prawn,Seafood,6.18,64,1.21,65,2,1
2025-01-12 08:30:57,Fish,Seafood,3.72,77,0.74,29,1,1
2025-03-02 23:11:35,Crab,Seafood,7.68,69,2.18,69,2,1
2025-03-14 01:51:01,Nuts,Dry_Goods,8.68,64,2.25,28,1,1
2025-02-05 19:54:24,Cheese,Dairy,3.84,87,2.51,11,0,0
2025-01-22 22:54:19,Apple,Fruits,8.21,74,2.75,12,0,0
2025-02-15 15:18:03,Prawn,Seafood,7.83,87,2.85,37,1,1
2025-01-12 15:54:33,Fish,Seafood,4.6,75,1.89,9,0,0
2025-03-10 15:12:33,Cheese,Dairy,5.61,68,2.37,66,2,1
2025-03-25 18:17:31,Vegetables,Egg_Veg,4.83,85,2.54,15,0,0
2025-03-06 08:25:56,Banana,Fruits,10.93,73,2.51,64,2,1
2025-01-30 19:59:51,Butter,Dairy,7.91,77,1.38,60,2,1
2025-02-07 09:08:03,Egg,Egg_Veg,7.24,88,1.52,38,1,1
2025-02-08 21:56:00,Crab,Seafood,5.3,62,0.77,57,2,1
2025-03-17 14:11:06,Cheese,Dairy,6.36,82,1.02,26,1,1
2025-03-10 11:25:50,Prawn,Seafood,6.7,79,1.97,9,0,0
2025-02-20 03:24:00,Fish,Seafood,6.35,86,0.51,55,2,1
2025-03-19 10:25:00,Cheese,Dairy,4.53,63,2.95,71,2,1
2025-02-01 15:48:06,Banana,Fruits,9.07,71,2.55,15,0,0
2025-02-17 22:24:53,Milk,Dairy,6.01,61,2.56,39,1,1
2025-02-26 11:00:20,Vegetables,Egg_Veg,6.77,61,2.61,18,0,0
2025-01-14 12:19:24,Apple,Fruits,8.05,81,0.7,34,1,1
2025-02-07 08:51:06,Nuts,Dry_Goods,11.97,74,2.9,16,0,0
2025-02-05 08:26:28,Prawn,Seafood,6.66,74,2.41,71,2,1
2025-02-19 17:54:19,Crab,Seafood,6.9,76,2.65,40,1,1
2025-01-06 23:18:34,Grains,Dry_Goods,8.8,74,2.27,12,0,0
2025-01-04 19:28:30,Grains,Dry_Goods,10.04,68,0.61,57,2,1
2025-02-05 00:18:16,Fish,Seafood,7.15,75,0.9,62,2,1
2025-03-03 19:25:03,Grains,Dry_Goods,9.85,90,0.75,37,1,1
2025-01-30 03:49:07,Milk,Dairy,3.36,84,2.85,15,0,0
2025-02-27 03:23:23,Prawn,Seafood,2.94,61,1.12,14,0,0
2025-02-27 05:22:26,Prawn,Seafood,5.86,87,1.37,58,2,1
2025-01-22 00:55:09,Milk,Dairy,4.9,88,1.21,55,2,1
2025-01-01 14:47:55,Cheese,Dairy,5.2,67,2.87,71,2,1
2025-03-22 19:57:34,Prawn,Seafood,7.08,90,1.61,57,2,1
2025-03-16 13:30:09,Milk,Dairy,9.26,90,2.51,69,2,1
2025-01-24 19:01:04,Grains,Dry_Goods,8.25,87,1.99,69,2,1
2025-03-24 19:36:33,Apple,Fruits,8.33,68,2.91,35,1,1
2025-03-23 18:12:42,Fish,Seafood,5.34,75,1.86,55,2,1
2025-02-12 06:26:34,Fish,Seafood,5.98,72,2.99,2,0,0
2025-01-01 04:53:03,Egg,Egg_Veg,7.72,71,1.32,35,1,1
2025-01-26 11:05:43,Nuts,Dry_Goods,8.16,80,2.64,35,1,1
2025-01-02 01:20:48,Cheese,Dairy,2.19,89,2.44,5,0,0
2025-01-08 20:00:43,Grains,Dry_Goods,9.56,61,1.8,27,1,1
2025-02-21 17:00:06,Prawn,Seafood,2.24,80,2.85,5,0,0
2025-02-24 05:34:02,Banana,Fruits,10.33,72,0.59,15,0,0
2025-01-06 20:11:15,Crab,Seafood,7.29,90,1.08,36,1,1
2025-02-23 17:36:08,Egg,Egg_Veg,8.05,77,0.62,38,1,1
2025-02-14 17:20:42,Cheese,Dairy,9.05,64,0.56,4,0,0
2025-03-26 05:22:03,Grains,Dry_Goods,9.82,82,0.59,31,1,1
2025-01-23 08:51:46,Nuts,Dry_Goods,9.18,82,2.24,14,0,0
2025-01-23 10:07:58,Cheese,Dairy,6.39,70,2.77,31,1,1
2025-02-05 23:21:21,Milk,Dairy,8.66,68,0.92,33,1,1
2025-02-16 20:15:12,Fish,Seafood,6.65,61,2.97,66,2,1
2025-02-23 12:27:20,Apple,Fruits,7.17,71,0.67,40,1,1
2025-03-17 02:22:23,Egg,Egg_Veg,7.18,78,0.9,26,1,1
2025-03-05 18:50:56,Egg,Egg_Veg,8.23,61,1.72,60,2,1
2025-03-06 07:31:56,Prawn,Seafood,5.02,68,0.96,64,2,1
2025-01-24 05:24:01,Cheese,Dairy,9.53,63,2.34,38,1,1
2025-02-02 10:55:45,Milk,Dairy,5.71,70,2.69,11,0,0
2025-01-17 00:04:56,Fish,Seafood,5.45,64,0.54,63,2,1
2025-02-27 00:40:23,Prawn,Seafood,5.26,71,0.8,11,0,0
2025-01-23 05:37:47,Crab,Seafood,5.16,86,1.76,38,1,1
2025-03-27 11:03:17,Milk,Dairy,7.62,84,2.31,2,0,0
2025-01-31 11:55:39,Egg,Egg_Veg,9.91,87,0.71,56,2,1
2025-03-28 07:00:49,Grains,Dry_Goods,8.79,79,0.82,15,0,0
2025-01-14 05:16:41,Orange,Fruits,8.01,66,2.09,68,2,1
2025-03-25 10:10:25,Egg,Egg_Veg,7.08,65,1.66,33,1,1
2025-01-25 12:40:41,Butter,Dairy,4.28,62,0.97,35,1,1
2025-01-27 04:03:13,Apple,Fruits,5.73,88,2.82,3,0,0
2025-02-03 03:49:02,Vegetables,Egg_Veg,9.42,78,0.97,39,1,1
2025-02-20 18:35:48,Fish,Seafood,4.7,64,2.4,64,2,1
2025-01-06 23:53:39,Nuts,Dry_Goods,9.43,82,2.44,71,2,1
2025-03-10 15:29:51,Milk,Dairy,8.19,62,0.79,72,2,1
2025-02-03 15:30:46,Nuts,Dry_Goods,11.15,77,0.82,9,0,0
2025-02-06 11:52:00,Crab,Seafood,4.47,83,1.32,58,2,1
2025-02-02 06:15:17,Cheese,Dairy,4.36,85,0.59,28,1,1
2025-01-03 18:43:34,Egg,Egg_Veg,9.86,79,1.51,67,2,1
2025-03-20 04:18:03,Grains,Dry_Goods,8.67,88,2.53,8,0,0
2025-01-29 14:28:15,Milk,Dairy,6.04,88,1.2,40,1,1
2025-03-24 11:59:31,Vegetables,Egg_Veg,9.23,82,2.71,62,2,1
2025-01-16 16:17:47,Milk,Dairy,9.37,60,0.68,56,2,1
2025-03-25 02:11:05,Orange,Fruits,8.36,83,1.35,8,0,0
2025-01-31 11:20:26,Milk,Dairy,2.86,90,1.65,3,0,0
2025-03-22 17:11:05,Fish,Seafood,4.93,66,1.37,63,2,1
2025-03-03 23:24:23,Milk,Dairy,6.31,80,2.32,62,2,1
2025-03-30 10:55:29,Orange,Fruits,8.49,81,1.94,33,1,1
2025-03-25 17:55:42,Milk,Dairy,4.58,63,2.94,12,0,0
2025-01-16 06:32:42,Crab,Seafood,3.51,71,2.99,19,0,0
2025-02-16 17:44:35,Apple,Fruits,10.03,73,1.21,31,1,1
2025-03-26 00:23:45,Nuts,Dry_Goods,10.99,60,2.43,35,1,1
2025-02-12 00:08:17,Milk,Dairy,5.42,73,0.9,62,2,1
2025-02-18 08:18:42,Milk,Dairy,4.27,66,2.91,63,2,1
2025-02-04 01:01:31,Cheese,Dairy,7.7,73,2.32,71,2,1
2025-01-03 22:37:17,Grains,Dry_Goods,10.32,67,1.03,30,1,1
2025-03-12 04:57:32,Orange,Fruits,8.39,68,1.14,25,1,1
2025-01-04 13:18:00,Milk,Dairy,2.93,71,0.9,12,0,0
2025-03-18 07:18:50,Nuts,Dry_Goods,7.33,68,2.42,38,1,1
2025-01-12 05:35:28,Butter,Dairy,3.81,87,2.46,28,1,1
2025-03-08 14:53:43,Egg,Egg_Veg,4.4,78,1.0,2,0,0
2025-02-24 09:52:09,Cheese,Dairy,9.0,90,2.96,25,1,1
2025-02-08 17:12:29,Butter,Dairy,8.88,82,1.84,57,2,1
2025-01-10 15:48:14,Banana,Fruits,7.52,85,2.69,39,1,1
2025-03-30 18:18:31,Nuts,Dry_Goods,8.0,70,1.47,38,1,1
2025-03-14 08:44:26,Cheese,Dairy,9.19,78,1.74,70,2,1
2025-01-26 08:26:47,Apple,Fruits,10.33,66,1.06,12,0,0
2025-03-26 03:03:02,Grains,Dry_Goods,8.44,89,2.18,28,1,1
2025-01-08 14:04:29,Apple,Fruits,6.78,63,1.69,36,1,1
2025-02-25 01:38:03,Cheese,Dairy,4.55,86,1.11,34,1,1
2025-01-01 11:36:08,Nuts,Dry_Goods,10.19,75,1.07,56,2,1
2025-02-02 19:40:19,Banana,Fruits,8.53,67,0.8,25,1,1
2025-01-23 22:34:42,Crab,Seafood,4.41,71,2.74,6,0,0
2025-03-02 13:25:26,Grains,Dry_Goods,11.17,89,1.96,4,0,0
2025-03-26 18:19:11,Fish,Seafood,4.0,76,0.54,25,1,1
2025-02-09 11:20:19,Apple,Fruits,8.28,70,0.64,5,0,0
2025-03-27 15:18:46,Crab,Seafood,3.01,63,0.91,19,0,0
2025-03-29 04:28:00,Cheese,Dairy,8.85,64,2.33,40,1,1
2025-03-26 21:09:56,Cheese,Dairy,5.5,90,0.62,72,2,1
2025-01-30 18:52:12,Apple,Fruits,10.0,84,0.64,38,1,1
2025-01-24 13:59:52,Butter,Dairy,4.02,77,2.99,63,2,1
2025-01-18 09:50:39,Cheese,Dairy,9.55,80,2.13,63,2,1
2025-01-16 04:48:56,Orange,Fruits,10.86,74,0.81,5,0,0
2025-02-07 09:45:51,Vegetables,Egg_Veg,7.42,66,2.98,69,2,1
2025-03-15 18:44:36,Apple,Fruits,7.31,64,0.64,32,1,1
2025-01-22 03:56:01,Grains,Dry_Goods,9.94,72,1.22,27,1,1
2025-02-15 18:26:59,Fish,Seafood,5.43,78,1.4,71,2,1
2025-01-19 02:48:57,Banana,Fruits,9.9,79,1.14,71,2,1
2025-02-22 11:37:03,Vegetables,Egg_Veg,8.59,88,1.37,28,1,1
2025-03-07 01:59:07,Nuts,Dry_Goods,11.81,88,2.34,26,1,1
2025-01-16 08:43:07,Milk,Dairy,5.98,66,1.62,65,2,1
2025-02-13 10:39:26,Nuts,Dry_Goods,9.64,74,1.13,40,1,1
2025-02-02 07:41:21,Prawn,Seafood,4.2,83,0.75,30,1,1
2025-01-15 15:23:49,Egg,Egg_Veg,9.38,79,2.56,62,2,1
2025-02-18 07:29:21,Fish,Seafood,4.85,74,1.59,39,1,1
2025-02-11 01:53:52,Grains,Dry_Goods,10.33,60,0.62,36,1,1
2025-01-20 20:22:40,Butter,Dairy,9.0,81,0.54,38,1,1
2025-03-29 02:51:14,Crab,Seafood,4.06,86,2.67,25,1,1
2025-01-19 12:16:18,Apple,Fruits,9.07,72,2.17,11,0,0
2025-01-21 09:57:55,Egg,Egg_Veg,7.04,78,1.76,26,1,1
2025-02-16 16:41:14,Vegetables,Egg_Veg,4.99,84,0.85,12,0,0
2025-02-21 01:18:36,Banana,Fruits,9.49,88,2.7,34,1,1
2025-01-11 03:20:32,Prawn,Seafood,4.06,74,0.99,66,2,1
2025-01-18 10:03:02,Banana,Fruits,6.3,60,2.96,25,1,1
2025-01-22 12:22:31,Milk,Dairy,5.13,67,2.37,38,1,1
2025-03-30 10:40:42,Banana,Fruits,9.9,84,2.1,55,2,1
2025-02-22 11:40:24,Butter,Dairy,6.34,79,2.22,16,0,0
2025-01-28 12:28:43,Apple,Fruits,7.77,76,1.17,71,2,1
2025-03-10 23:50:24,Milk,Dairy,9.58,72,0.69,66,2,1
2025-02-09 18:28:29,Butter,Dairy,3.93,81,1.88,20,0,0
2025-03-07 01:16:57,Vegetables,Egg_Veg,8.96,60,2.19,2,0,0
2025-03-14 12:04:10,Banana,Fruits,10.35,63,1.81,20,0,0
2025-01-15 21:30:22,Apple,Fruits,10.12,82,0.68,40,1,1
2025-02-09 18:07:36,Butter,Dairy,8.26,62,1.33,36,1,1
2025-03-20 04:26:32,Orange,Fruits,7.13,85,1.58,17,0,0
2025-01-24 09:40:55,Crab,Seafood,3.85,79,2.59,26,1,1
2025-01-20 23:22:40,Cheese,Dairy,9.32,87,2.94,37,1,1
2025-01-29 23:51:43,Crab,Seafood,5.76,84,1.06,12,0,0
2025-03-29 10:05:06,Egg,Egg_Veg,8.52,61,1.04,19,0,0
2025-03-20 19:26:47,Grains,Dry_Goods,9.44,80,1.73,27,1,1
2025-02-19 12:02:15,Nuts,Dry_Goods,9.89,76,1.36,26,1,1
2025-02-23 16:46:14,Cheese,Dairy,5.13,79,0.69,40,1,1
2025-03-07 08:56:07,Crab,Seafood,7.86,61,0.82,63,2,1
2025-01-14 07:44:59,Vegetables,Egg_Veg,6.85,82,1.6,36,1,1
2025-01-28 23:48:56,Milk,Dairy,7.5,88,0.97,36,1,1
2025-03-03 08:55:26,Prawn,Seafood,4.66,89,2.94,26,1,1
2025-02-25 18:59:22,Vegetables,Egg_Veg,7.52,82,1.74,70,2,1
2025-01-05 18:13:16,Banana,Fruits,6.99,88,1.01,37,1,1
2025-02-24 01:44:38,Crab,Seafood,4.71,86,1.58,19,0,0
2025-03-19 07:57:32,Apple,Fruits,7.18,68,0.75,55,2,1
2025-03-09 00:53:32,Milk,Dairy,7.89,64,2.02,29,1,1
2025-01-07 08:57:06,Milk,Dairy,7.33,78,2.42,4,0,0
2025-01-22 21:58:19,Grains,Dry_Goods,10.61,82,1.39,57,2,1
2025-01-20 07:15:57,Grains,Dry_Goods,10.08,89,2.25,7,0,0
2025-02-18 13:35:33,Cheese,Dairy,5.14,79,2.53,10,0,0
2025-01-17 01:21:25,Banana,Fruits,8.91,87,2.88,8,0,0
2025-01-27 11:41:39,Nuts,Dry_Goods,11.23,82,2.22,27,1,1
2025-01-24 03:42:41,Banana,Fruits,7.49,87,2.55,35,1,1
2025-01-19 14:01:37,Prawn,Seafood,6.99,80,2.29,1,0,0
2025-01-23 04:17:33,Cheese,Dairy,3.94,69,1.65,39,1,1
2025-02-20 21:41:25,Milk,Dairy,4.88,71,0.81,60,2,1
2025-01-17 02:21:59,Milk,Dairy,7.31,82,1.86,36,1,1
2025-02-12 07:06:31,Orange,Fruits,9.87,80,2.34,5,0,0
2025-01-05 17:47:41,Crab,Seafood,7.19,76,2.66,4,0,0
2025-03-15 11:20:30,Apple,Fruits,8.78,87,0.58,72,2,1
2025-01-03 21:00:34,Prawn,Seafood,7.32,79,1.98,9,0,0
2025-02-01 17:04:58,Grains,Dry_Goods,9.3,74,1.82,2,0,0
2025-01-06 22:19:16,Orange,Fruits,9.4,74,1.22,59,2,1
2025-01-15 20:14:04,Apple,Fruits,10.13,72,1.15,28,1,1
2025-03-12 08:48:19,Orange,Fruits,7.58,72,0.82,71,2,1
2025-01-18 02:59:29,Vegetables,Egg_Veg,6.67,87,2.06,31,1,1
2025-02-06 13:43:52,Grains,Dry_Goods,8.32,89,2.2,13,0,0
2025-02-04 02:15:43,Prawn,Seafood,5.31,87,1.52,55,2,1
2025-02-24 00:30:25,Milk,Dairy,4.56,70,0.74,65,2,1
2025-01-05 18:00:12,Butter,Dairy,2.86,89,0.64,20,0,0
2025-01-29 17:13:23,Apple,Fruits,10.13,84,0.91,15,0,0
2025-02-03 12:04:25,Grains,Dry_Goods,7.28,78,1.1,28,1,1
2025-01-18 00:01:16,Crab,Seafood,4.55,79,2.6,28,1,1
2025-03-01 14:46:10,Egg,Egg_Veg,9.59,62,1.69,20,0,0
2025-01-23 02:22:44,Grains,Dry_Goods,11.39,83,2.97,66,2,1
2025-01-02 01:38:43,Banana,Fruits,8.27,85,0.91,65,2,1
2025-03-09 19:44:19,Banana,Fruits,10.23,86,1.28,36,1,1
2025-03-01 02:51:11,Vegetables,Egg_Veg,9.48,76,2.49,37,1,1
2025-03-26 05:31:51,Egg,Egg_Veg,4.52,84,1.3,12,0,0
